Time,PositionX,PositionY,Orientation,Speed,SteeringAngle,XError,YError,HeadingError
8.1,-3.500464042655951,0.2583838293766095,-1.5895450439558771,4.1601972579956055,0.1041819378733635,0.42545216002807873,-4.201010101507585,0.11967837525725122
8.2,-3.499248779322793,0.09207504519061992,-1.535888892703068,4.167776584625244,0.0979163721203804,0.6251290466564474,-4.183460600512671,0.11342373056808674
8.3,-3.489123755892585,-0.08169186091602884,-1.4879895037332975,4.167124271392822,0.09751977026462555,0.8230799757068135,-4.148226644461205,0.11306645817468874
8.4,-3.473905042811057,-0.25303471734565613,-1.469308928644577,4.168445110321045,0.1270958036184311,1.02260093610756,-4.104844144722285,0.1426633544382867
8.5,-3.453681012697751,-0.4193014954861108,-1.42262499469834,4.174326419830322,0.129202738404274,1.2232435631287868,-4.055645295656807,0.14476647862617908
8.6,-3.4212836341752415,-0.6048901501001553,-1.365872481070794,4.159252643585205,0.1218719482421875,1.4172877737753642,-3.975939533647119,0.13749979070336393
8.7,-3.3880459756776142,-0.751918706562895,-1.3249724104928815,4.181306838989258,0.12921202182769775,1.6155006504369545,-3.92334418122935,0.14478443229098237
8.8,-3.336551825801249,-0.9356810878702777,-1.2719176662018872,4.163313388824463,0.12556149065494537,1.7998874759091525,-3.822329281577302,0.14120898592416498
8.9,-3.288111741435616,-1.0804926407464284,-1.2217872286842764,4.182941436767578,0.12369231879711151,1.9911692274874853,-3.748372662356766,0.1392928630187653
9.0,-3.2219850380046653,-1.2518621476427052,-1.1773854040874856,4.171677589416504,0.12862884998321533,2.168006040850767,-3.63578844068278,0.14428058424833634
9.1,-3.1427714069876074,-1.4313098853068165,-1.1248936581168814,4.148046493530273,0.12618660926818848,2.334390325219175,-3.502909407209366,0.14192547681081136
